,problema,scor,sursa,data
1149,Stiva,80,pbinfo,1539982800
1150,Stiva,80,pbinfo,1539982800
1151,Stiva,80,pbinfo,1539982800
1152,Stiva,20,pbinfo,1539982800
1153,Stiva,20,pbinfo,1539982800
1154,Stiva,80,pbinfo,1539982800
1155,Stiva,80,pbinfo,1539982800
1156,Vot,10,pbinfo,1539982800
1157,Intervale4,0,pbinfo,1539982800
1158,credite,15,pbinfo,1539378000
1159,credite,15,pbinfo,1539378000
1160,Interclasare1,100,pbinfo,1539291600
1161,Interclasare1,0,pbinfo,1539291600
1162,Interclasare1,20,pbinfo,1539291600
1163,Interclasare1,0,pbinfo,1539291600
1164,Interclasare1,0,pbinfo,1539291600
1165,Interclasare,100,pbinfo,1539291600
1166,Interclasare,20,pbinfo,1539291600
1167,Interclasare,20,pbinfo,1539291600
1168,VacantaDeVara,40,pbinfo,1539291600
1169,VacantaDeVara,40,pbinfo,1539291600
1170,Nevricos,0,pbinfo,1539032400
1171,Nevricos,0,pbinfo,1539032400
1172,Nevricos,0,pbinfo,1539032400
1173,Nevricos,0,pbinfo,1539032400
1174,Nevricos,0,pbinfo,1539032400
1175,Nevricos,0,pbinfo,1539032400
1176,platou3,100,pbinfo,1538859600
1177,platou3,60,pbinfo,1538859600
1178,platou3,60,pbinfo,1538859600
1179,platou3,60,pbinfo,1538859600
1180,platou3,0,pbinfo,1538859600
1181,platou3,60,pbinfo,1538859600
1182,platou3,0,pbinfo,1538859600
1183,platou3,40,pbinfo,1538859600
1184,platou3,40,pbinfo,1538859600
1185,platou3,40,pbinfo,1538859600
1186,platou3,0,pbinfo,1538859600
1187,platou3,0,pbinfo,1538859600
1188,platou3,0,pbinfo,1538859600
1189,platou3,0,pbinfo,1538859600
1190,platou2,80,pbinfo,1538859600
1191,platou2,0,pbinfo,1538859600
1192,platou2,80,pbinfo,1538859600
1193,platou2,80,pbinfo,1538859600
1194,Nevricos,0,pbinfo,1538686800
1195,Nevricos,0,pbinfo,1538686800
1196,Nevricos,0,pbinfo,1538686800
1197,Asfalt,20,pbinfo,1538427600
1198,Nevricos,0,pbinfo,1538254800
1199,Nevricos,0,pbinfo,1538254800
1200,CifreBinare,60,pbinfo,1537477200
1201,CifreBinare,60,pbinfo,1537477200
1202,CifreBinare,60,pbinfo,1537477200
1203,CifBin,100,pbinfo,1537477200
1204,n_minim,100,pbinfo,1537477200
1205,EasyRow,0,pbinfo,1537477200
1206,EasyRow,0,pbinfo,1537477200
1207,EasyRow,0,pbinfo,1537477200
1208,EasyRow,0,pbinfo,1537477200
1209,EasyRow,0,pbinfo,1537477200
1210,EasyRow,0,pbinfo,1537477200
1211,EasyRow,-1,pbinfo,1537477200
1212,EasyRow,0,pbinfo,1531688400
1213,EasyRow,0,pbinfo,1531688400
1214,EasyRow,0,pbinfo,1531688400
1215,EasyRow,0,pbinfo,1531688400
1216,EasyRow,0,pbinfo,1531688400
1217,EasyRow,0,pbinfo,1531688400
1218,n_maxim,60,pbinfo,1531688400
1219,n_maxim,60,pbinfo,1531688400
1220,n_maxim,60,pbinfo,1531688400
1221,n_maxim,60,pbinfo,1531688400
1222,n_maxim,60,pbinfo,1531688400
1223,Cautare Binara,100,pbinfo,1527368400
1224,platou1,100,pbinfo,1526850000
1225,platou1,0,pbinfo,1526850000
1226,platou1,0,pbinfo,1526850000
1227,platou1,0,pbinfo,1526850000
1228,UltimeleImpare,80,pbinfo,1526677200
1229,UltimeleImpare,60,pbinfo,1526677200
1230,DifMax,40,pbinfo,1526677200
1231,DifMax,0,pbinfo,1526677200
1232,Morisca,100,pbinfo,1526677200
1233,Majoritar,100,pbinfo,1526677200
1234,Majoritar,100,pbinfo,1526677200
1235,Majoritar,40,pbinfo,1526677200
1236,MaximPar,100,pbinfo,1526677200
1237,MaximPar,80,pbinfo,1526677200
1238,pozitieSir,100,pbinfo,1526590800
1239,pozitieSir,20,pbinfo,1526590800
1240,pozitieSir,20,pbinfo,1526590800
1241,pozitieSir,20,pbinfo,1526590800
1242,pozitieSir,20,pbinfo,1526590800
1243,pozitieSir,20,pbinfo,1526590800
1244,pozitieSir,20,pbinfo,1526590800
1245,pozitieSir,20,pbinfo,1526590800
1246,pozitieSir,20,pbinfo,1526590800
1247,pozitieSir,-1,pbinfo,1526590800
1248,pozitieSir,-1,pbinfo,1526590800
1249,pozitieSir,80,pbinfo,1526590800
1250,pozitieSir,80,pbinfo,1526590800
1251,pozitieSir,80,pbinfo,1526590800
1252,pozitieSir,0,pbinfo,1526590800
1253,pozitieSir,80,pbinfo,1526590800
1254,MaximPar,0,pbinfo,1526245200
1255,MaximPar,-1,pbinfo,1526245200
1256,MaximPar,-1,pbinfo,1526245200
1257,CelMaiMicNr,80,pbinfo,1525554000
1258,CelMaiMicNr,-1,pbinfo,1525554000
1259,CelMaiMicNr,80,pbinfo,1525554000
1260,CelMaiMicNr,-1,pbinfo,1525554000
1261,CelMaiMareNr,100,pbinfo,1525554000
1262,CelMaiMareNr,-1,pbinfo,1525554000
1263,Oglindit2,100,pbinfo,1525554000
1264,SumFactCif,100,pbinfo,1525554000
1265,SumFactCif,0,pbinfo,1525554000
1266,SumFactCif,0,pbinfo,1525554000
1267,SumFactCif,20,pbinfo,1525554000
1268,SumFactCif,20,pbinfo,1525554000
1269,NrMaxim,0,pbinfo,1525554000
1270,NrMaxim,0,pbinfo,1525554000
1271,NrMaxim,0,pbinfo,1525554000
1272,SumCifF,100,pbinfo,1525554000
1273,SumCifF,0,pbinfo,1525554000
1274,SumCifF,0,pbinfo,1525554000
1275,NrMaxim,0,pbinfo,1525381200
1276,NrMaxim,-1,pbinfo,1525381200
1277,NrMaxim,-1,pbinfo,1525381200
1278,FactorialF,100,pbinfo,1525381200
1279,SumDivK,100,pbinfo,1524171600
1280,SumDivK,-1,pbinfo,1524171600
1281,SumDivK,0,pbinfo,1524085200
1282,SumDivK,0,pbinfo,1524085200
1283,SumDivK,0,pbinfo,1524085200
1284,SumDivK,-1,pbinfo,1524085200
1285,SumDivK,20,pbinfo,1524085200
1286,SumDivK,20,pbinfo,1524085200
1287,SumDivK,-1,pbinfo,1524085200
1288,SumDivK,-1,pbinfo,1524085200
1289,SumDivK,-1,pbinfo,1524085200
1290,SumDivK,-1,pbinfo,1524085200
1291,MaximPar,-1,pbinfo,1523826000
1292,MaximPar,-1,pbinfo,1523826000
1293,MaximPar,-1,pbinfo,1523826000
1294,Moka,10,pbinfo,1523653200
1295,Moka,10,pbinfo,1523653200
1296,GenMat5,100,pbinfo,1522962000
1297,GenMat5,-1,pbinfo,1522962000
1298,Norocos,96,pbinfo,1521842400
1299,Norocos,44,pbinfo,1521842400
1300,Norocos,44,pbinfo,1521842400
1301,Norocos,36,pbinfo,1521842400
1302,GenMat5,0,pbinfo,1521756000
1303,GenMat5,0,pbinfo,1521756000
1304,GenMat4,100,pbinfo,1521756000
1305,Majoritar,20,pbinfo,1521756000
1306,Majoritar,-1,pbinfo,1521756000
1307,Majoritar,20,pbinfo,1521756000
1308,Majoritar,20,pbinfo,1521756000
1309,Majoritar,20,pbinfo,1521756000
1310,Majoritar,20,pbinfo,1521756000
1311,Majoritar,20,pbinfo,1521756000
1312,Majoritar,20,pbinfo,1521756000
1313,Majoritar,20,pbinfo,1521756000
1314,tnia,41,pbinfo,1521756000
1315,tnia,41,pbinfo,1521410400
1316,cufar,100,pbinfo,1521410400
1317,GenMat3,100,pbinfo,1521324000
1318,GenMat2,100,pbinfo,1521324000
1319,GenMat1,100,pbinfo,1521324000
1320,GenMat1,0,pbinfo,1521324000
1321,Betasah,24,pbinfo,1521151200
1322,Betasah,24,pbinfo,1521151200
1323,Betasah,18,pbinfo,1521151200
1324,Betasah,14,pbinfo,1521151200
1325,Betasah,18,pbinfo,1521151200
1326,Betasah,18,pbinfo,1521151200
1327,zoom,100,pbinfo,1521064800
1328,zoom,70,pbinfo,1521064800
1329,CautaNrInMatrice,60,pbinfo,1520892000
1330,CautaNrInMatrice,60,pbinfo,1520892000
1331,CautaNrInMatrice,-1,pbinfo,1520892000
1332,CautaNrInMatrice,60,pbinfo,1520892000
1333,CautaNrInMatrice,60,pbinfo,1520892000
1334,CautaNrInMatrice,60,pbinfo,1520892000
1335,CautaNrInMatrice,60,pbinfo,1520892000
1336,NrPrime1,100,pbinfo,1520892000
1337,Acoperire,100,pbinfo,1520892000
1338,Acoperire,20,pbinfo,1520892000
1339,OrdLin,0,pbinfo,1520892000
1340,OrdLin,0,pbinfo,1520892000
1341,SumaLinii1,100,pbinfo,1520892000
1342,SumaLinii1,100,pbinfo,1520892000
1343,SumaLinii1,0,pbinfo,1520892000
1344,SumaLinii,100,pbinfo,1520892000
1345,SumaPătrate,30,pbinfo,1520805600
1346,SumaPătrate,30,pbinfo,1520805600
1347,SumaPătrate,0,pbinfo,1520805600
1348,Expresie5,100,pbinfo,1520805600
1349,Expresie5,0,pbinfo,1520805600
1350,Expresie,100,pbinfo,1520719200
1351,Expresie,80,pbinfo,1520719200
1352,Factorial,100,pbinfo,1520719200
1353,Factorial,80,pbinfo,1520719200
1354,Factorial,80,pbinfo,1520719200
1355,Factorial,50,pbinfo,1520719200
1356,Factorial,0,pbinfo,1520719200
1357,Expresie4,100,pbinfo,1520719200
1358,Expresie3,100,pbinfo,1520719200
1359,Expresie3,40,pbinfo,1520719200
1360,Expresie3,40,pbinfo,1520719200
1361,Expresie3,40,pbinfo,1520719200
1362,Expresie3,0,pbinfo,1520719200
1363,Expresie2,100,pbinfo,1520719200
1364,SumaPare,100,pbinfo,1520719200
1365,Elicop,100,pbinfo,1520719200
1366,Elicop,90,pbinfo,1520632800
1367,Defrag,25,pbinfo,1520546400
1368,Defrag,25,pbinfo,1520373600
1369,SumaPare2,100,pbinfo,1520287200
1370,Defrag,30,pbinfo,1520287200
1371,Defrag,20,pbinfo,1520287200
1372,sir_munte,100,pbinfo,1520200800
1373,sir_munte,60,pbinfo,1520200800
1374,sir_munte,60,pbinfo,1520200800
1375,sir_munte,90,pbinfo,1520200800
1376,sir_munte,-1,pbinfo,1520200800
1377,sir_munte,90,pbinfo,1520200800
1378,sir_munte,90,pbinfo,1520200800
1379,sir_munte,90,pbinfo,1520200800
1380,UltimulPar,100,pbinfo,1520114400
1381,Numere,100,pbinfo,1519682400
1382,Numere,80,pbinfo,1519682400
1383,Numere,80,pbinfo,1519682400
1384,masterpiece001,0,pbinfo,1519682400
1385,masterpiece001,0,pbinfo,1519682400
1386,masterpiece001,0,pbinfo,1519682400
1387,masterpiece001,0,pbinfo,1519682400
1388,Memory009,100,pbinfo,1519682400
1389,Memory009,0,pbinfo,1519682400
1390,Memory009,0,pbinfo,1519682400
1391,Cifre12,48,pbinfo,1519682400
1392,Cifre12,52,pbinfo,1519682400
1393,Cifre12,40,pbinfo,1519682400
1394,Cifre12,48,pbinfo,1519596000
1395,Cifre12,28,pbinfo,1519596000
1396,Cifre12,-1,pbinfo,1519596000
1397,Cifre12,48,pbinfo,1519596000
1398,Cifre12,20,pbinfo,1519596000
1399,Cifre12,-1,pbinfo,1519596000
1400,Cifre12,48,pbinfo,1519596000
1401,Cifre12,44,pbinfo,1519596000
1402,Cifre12,48,pbinfo,1519423200
1403,Cifre12,32,pbinfo,1519423200
1404,Cifre12,40,pbinfo,1519423200
1405,Cifre12,24,pbinfo,1519423200
1406,Cifre12,-1,pbinfo,1519423200
1407,Cifre12,32,pbinfo,1519423200
1408,Cifre12,40,pbinfo,1519423200
1409,Cifre12,48,pbinfo,1519423200
1410,Cifre12,48,pbinfo,1519423200
1411,Cifre12,40,pbinfo,1519423200
1412,Cifre12,16,pbinfo,1519423200
1413,Cifre12,20,pbinfo,1519423200
1414,Cifre12,16,pbinfo,1519423200
1415,Cifre12,16,pbinfo,1519423200
1416,Cifre12,16,pbinfo,1519423200
1417,GenMat16,20,pbinfo,1519423200
1418,GenMat16,20,pbinfo,1519423200
1419,ace,0,pbinfo,1519423200
1420,ace,0,pbinfo,1519423200
1421,ace,0,pbinfo,1519423200
1422,ace,0,pbinfo,1519336800
1423,ace,0,pbinfo,1519336800
1424,ace,0,pbinfo,1519336800
1425,ace,0,pbinfo,1519336800
1426,ace,0,pbinfo,1519336800
1427,Poza,100,pbinfo,1519336800
1428,Poza,20,pbinfo,1519336800
1429,numere15,100,pbinfo,1519250400
1430,numere15,0,pbinfo,1519250400
1431,Divizorii Oglinditului,100,pbinfo,1519250400
1432,CatePare,100,pbinfo,1519077600
1433,CatePare,80,pbinfo,1519077600
1434,Inlocuire2,80,pbinfo,1519077600
1435,Inlocuire2,80,pbinfo,1519077600
1436,Inlocuire2,80,pbinfo,1519077600
1437,Inlocuire2,80,pbinfo,1519077600
1438,Suma Divizori,30,pbinfo,1518991200
1439,Suma Divizori,70,pbinfo,1518991200
1440,Suma Gauss,100,pbinfo,1518991200
1441,Suma Gauss,40,pbinfo,1518991200
1442,Suma Gauss,40,pbinfo,1518991200
1443,Suma Gauss,-1,pbinfo,1518991200
1444,Urare,100,pbinfo,1518991200
1445,Inlocuire2,-1,pbinfo,1518991200
1446,Sume2,0,pbinfo,1518904800
1447,Urare,100,pbinfo,1518904800
1448,Urare,100,pbinfo,1518904800
1449,Urare,100,pbinfo,1518904800
1450,Urare,-1,pbinfo,1518904800
1451,Poza,60,pbinfo,1518904800
1452,Poza,0,pbinfo,1518904800
1453,Poza,0,pbinfo,1518904800
1454,Poza,0,pbinfo,1518904800
1455,Vecini1,20,pbinfo,1518904800
1456,Vecini1,0,pbinfo,1518904800
1457,Vecini1,20,pbinfo,1518904800
1458,Vecini1,0,pbinfo,1518904800
1459,Vecini1,20,pbinfo,1518904800
1460,ElimColoane,20,pbinfo,1518818400
1461,ElimColoane,0,pbinfo,1518818400
1462,VeciniPari,100,pbinfo,1518818400
1463,VeciniPari,60,pbinfo,1518818400
1464,VeciniPari,0,pbinfo,1518818400
1465,VeciniPari,60,pbinfo,1518818400
1466,VeciniPari,0,pbinfo,1518818400
1467,VeciniPari,60,pbinfo,1518818400
1468,MChenar,100,pbinfo,1518818400
1469,MChenar,0,pbinfo,1518818400
1470,CntColoane,100,pbinfo,1518818400
1471,Adunscad,100,pbinfo,1518818400
1472,Adunscad,0,pbinfo,1518818400
1473,MaxAp,100,pbinfo,1518818400
1474,MaxAp,0,pbinfo,1518818400
1475,Urare,100,pbinfo,1518818400
1476,MaxAp,20,pbinfo,1518818400
1477,PermCol,100,pbinfo,1518818400
1478,PermCol,0,pbinfo,1518818400
1479,PermCol,0,pbinfo,1518818400
1480,PermCol,0,pbinfo,1518818400
1481,Sume2,50,pbinfo,1518732000
1482,Sume2,0,pbinfo,1518732000
1483,AfisareDivizoriComuni,100,pbinfo,1518732000
1484,AfisareDivizoriComuni,90,pbinfo,1518732000
1485,AfisareDivizoriComuni,90,pbinfo,1518732000
1486,Kminsum,30,pbinfo,1518386400
1487,VerifDiferite,50,pbinfo,1517781600
1488,VerifDiferite,50,pbinfo,1517781600
1489,VerifEgale,100,pbinfo,1517781600
1490,VerifEgale,50,pbinfo,1517781600
1491,VerifEgale,50,pbinfo,1517781600
1492,VerifPare,100,pbinfo,1517781600
1493,Numere8,60,pbinfo,1517263200
1494,Numere8,-1,pbinfo,1517263200
1495,Numere8,-1,pbinfo,1517263200
1496,Numere8,0,pbinfo,1517263200
1497,Numere8,0,pbinfo,1517263200
1498,Numere8,0,pbinfo,1517263200
1499,inlocuireK,100,pbinfo,1517176800
1500,aceeasi_paritate_2,80,pbinfo,1517176800
1501,aceeasi_paritate_2,0,pbinfo,1517176800
1502,aceeasi_paritate_2,0,pbinfo,1517176800
1503,betisoare1,10,pbinfo,1517090400
1504,Inaltimi,100,pbinfo,1516917600
1505,Inaltimi,20,pbinfo,1516917600
1506,secventa11,100,pbinfo,1516917600
1507,inlocuire,100,pbinfo,1516831200
1508,inlocuire,-1,pbinfo,1516831200
1509,Constr1,100,pbinfo,1516831200
1510,Constr1,0,pbinfo,1516831200
1511,BlackFriday,20,pbinfo,1516831200
1512,BlackFriday,60,pbinfo,1516831200
1513,BlackFriday,60,pbinfo,1516831200
1514,BlackFriday,60,pbinfo,1516831200
1515,BlackFriday,60,pbinfo,1516831200
1516,Constr,100,pbinfo,1516658400
1517,Constr,-1,pbinfo,1516658400
1518,Constr,0,pbinfo,1516658400
1519,Numarare5,100,pbinfo,1516658400
1520,NumararePIE,100,pbinfo,1516658400
1521,Numarare3,100,pbinfo,1516658400
1522,Numarare2,100,pbinfo,1516658400
1523,Suma2,100,pbinfo,1516658400
1524,Suma2,80,pbinfo,1516658400
1525,Suma2,80,pbinfo,1516658400
1526,Suma2,0,pbinfo,1516658400
1527,Suma2,80,pbinfo,1516658400
1528,Suma2,80,pbinfo,1516658400
1529,Suma2,0,pbinfo,1516658400
1530,Suma2,80,pbinfo,1516658400
1531,AfisareMinMax,100,pbinfo,1516658400
1532,Numarare6,100,pbinfo,1516658400
1533,PozMinMax,100,pbinfo,1516658400
1534,MinMax0,100,pbinfo,1516658400
1535,Afisare1,100,pbinfo,1516658400
1536,Afisare1,-1,pbinfo,1516658400
1537,Afisare,100,pbinfo,1516658400
1538,CifreOrd1,20,pbinfo,1516572000
1539,CifreOrd1,0,pbinfo,1516572000
1540,CifreOrd1,0,pbinfo,1516572000
1541,Numere1,60,pbinfo,1516572000
1542,Numere1,60,pbinfo,1516572000
1543,Numere1,60,pbinfo,1516572000
1544,Numere1,0,pbinfo,1516572000
1545,Numere1,60,pbinfo,1516572000
1546,Numere1,60,pbinfo,1516572000
1547,Numere1,40,pbinfo,1516572000
1548,Numere1,20,pbinfo,1516572000
1549,Numere1,0,pbinfo,1516572000
1550,Numere1,20,pbinfo,1516572000
1551,Numere1,0,pbinfo,1516572000
1552,Numere1,20,pbinfo,1516572000
1553,Numere1,0,pbinfo,1516572000
1554,AfisareDivizoriComuni,40,pbinfo,1512856800
1555,Suma Divizorilor Impari,0,pbinfo,1512856800
1556,Suma Divizorilor Impari,0,pbinfo,1512856800
1557,Suma Divizorilor Impari,0,pbinfo,1512856800
1558,Suma Divizorilor Impari,60,pbinfo,1512856800
1559,NumararePerechiPrimeIntreEle,60,pbinfo,1512684000
1560,NumararePerechiPrimeIntreEle,-1,pbinfo,1512684000
1561,MedieDiv,100,pbinfo,1512684000
1562,MedieDiv,20,pbinfo,1512684000
1563,Numarul Divizorilor Pari,60,pbinfo,1512684000
1564,Suma Divizorilor Impari,60,pbinfo,1512684000
1565,Suma Divizori,90,pbinfo,1512684000
1566,Suma Divizori,-1,pbinfo,1512684000
1567,UltimaCifraPara,80,pbinfo,1512597600
1568,UltimaCifraPara,80,pbinfo,1512597600
1569,UltimaCifraPara,20,pbinfo,1512597600
1570,UltimaCifraPara,40,pbinfo,1512597600
1571,UltimaCifraPara,20,pbinfo,1512597600
1572,UltimaCifraPara,80,pbinfo,1512597600
1573,UltimaCifraPara,60,pbinfo,1512597600
1574,UltimaCifraPara,60,pbinfo,1512597600
1575,Oglindit,100,pbinfo,1512597600
1576,Oglindit,50,pbinfo,1512597600
1577,Oglindit,50,pbinfo,1512597600
1578,Oglindit,-1,pbinfo,1512597600
1579,CifraImparaMaxima,100,pbinfo,1512597600
1580,CifraMaxima,100,pbinfo,1512597600
1581,NumarulDeCifre,100,pbinfo,1512597600
1582,NumarulDeCifre,90,pbinfo,1512597600
1583,cifre005,20,pbinfo,1512597600
1584,cifre005,0,pbinfo,1512597600
1585,cifre005,0,pbinfo,1512597600
1586,cifre005,20,pbinfo,1512597600
1587,cifre005,20,pbinfo,1512597600
1588,cifre005,0,pbinfo,1512597600
1589,cifre005,20,pbinfo,1512597600
1590,Cosmin,0,pbinfo,1512597600
1591,Cosmin,-1,pbinfo,1512597600
1592,Cosmin,-1,pbinfo,1512597600
1593,Cautare Binara,40,pbinfo,1512338400
1594,Cautare Binara,40,pbinfo,1512338400
1595,Cautare Binara,40,pbinfo,1512338400
1596,Cautare Binara,0,pbinfo,1512338400
1597,Cautare Binara,0,pbinfo,1512338400
1598,Cautare Binara,-1,pbinfo,1512338400
1599,uciv,100,pbinfo,1512165600
1600,asii,100,pbinfo,1512165600
1601,asii,0,pbinfo,1512165600
1602,scadere2,100,pbinfo,1512165600
1603,scadere2,-1,pbinfo,1512165600
1604,Urare,100,pbinfo,1512165600
1605,sum00,100,pbinfo,1512165600
1606,sum00,-1,pbinfo,1512165600
1607,Proportionale,50,pbinfo,1511733600
1608,PareOrdonate,100,pbinfo,1511733600
1609,PareOrdonate,70,pbinfo,1511733600
1610,PareOrdonate,50,pbinfo,1511733600
1611,PareOrdonate,70,pbinfo,1511733600
1612,PareOrdonate,70,pbinfo,1511733600
1613,VerifOrd,100,pbinfo,1511733600
1614,ExistaImpare,100,pbinfo,1511733600
1615,ExistaImpare,-1,pbinfo,1511733600
1616,ExistaImpare,-1,pbinfo,1511733600
1617,ExistaImpare,-1,pbinfo,1511733600
1618,Ordonare,100,pbinfo,1511301600
1619,PermCirc,100,pbinfo,1511128800
1620,PermCirc,0,pbinfo,1511128800
1621,PermCirc,0,pbinfo,1511128800
1622,PermCirc,-1,pbinfo,1511128800
1623,PermCirc,-1,pbinfo,1511128800
1624,PermCirc,-1,pbinfo,1511128800
1625,inserareInainte,100,pbinfo,1511042400
1626,inserareDupa,100,pbinfo,1511042400
1627,aceeasi_paritate,80,pbinfo,1511042400
1628,aceeasi_paritate,20,pbinfo,1511042400
1629,aceeasi_paritate,20,pbinfo,1511042400
1630,aceeasi_paritate,20,pbinfo,1511042400
1631,aceeasi_paritate,40,pbinfo,1511042400
1632,aceeasi_paritate,40,pbinfo,1511042400
1633,aceeasi_paritate,40,pbinfo,1511042400
1634,aceeasi_paritate,20,pbinfo,1511042400
1635,inserareInainte,60,pbinfo,1510956000
1636,inserareInainte,60,pbinfo,1510956000
1637,inserareInainte,0,pbinfo,1510956000
1638,inserareDupa,60,pbinfo,1510956000
1639,inserareDupa,60,pbinfo,1510956000
1640,inserareDupa,60,pbinfo,1510956000
1641,inserare,100,pbinfo,1510956000
1642,inserare,0,pbinfo,1510956000
1643,stergere1,100,pbinfo,1510956000
1644,stergere,100,pbinfo,1510956000
1645,stergere,20,pbinfo,1510956000
1646,stergere,-1,pbinfo,1510956000
1647,stergere,20,pbinfo,1510956000
1648,Stergere_Element,100,pbinfo,1510956000
1649,inserareDupa,20,pbinfo,1510869600
1650,inserareDupa,0,pbinfo,1510869600
1651,inserareDupa,20,pbinfo,1510869600
1652,inserareDupa,20,pbinfo,1510869600
1653,inserareDupa,0,pbinfo,1510869600
1654,inserareDupa,-1,pbinfo,1510869600
1655,Afisare0,100,pbinfo,1510524000
1656,Paritate1,100,pbinfo,1510524000
1657,DifMax,40,pbinfo,1510351200
1658,DifMax,10,pbinfo,1510351200
1659,DifMax,0,pbinfo,1510351200
1660,DifMax,40,pbinfo,1510351200
1661,Suma Cifrelor,100,pbinfo,1510092000
1662,ProdusCifreImpare,100,pbinfo,1510092000
1663,ProdusCifreImpare,70,pbinfo,1510092000
1664,Jumatate,100,pbinfo,1510092000
1665,Jumatate,0,pbinfo,1510092000
1666,Numarare,100,pbinfo,1510005600
1667,n_maxim,60,pbinfo,1509400800
1668,n_maxim,60,pbinfo,1509400800
1669,DivizoriPariInterval,80,pbinfo,1509400800
1670,DivizoriPariInterval,80,pbinfo,1509400800
1671,UltimeleImpare,80,pbinfo,1509314400
1672,UltimeleImpare,60,pbinfo,1509314400
1673,UltimeleImpare,0,pbinfo,1509314400
1674,UltimeleImpare,0,pbinfo,1509314400
1675,UltimeleImpare,-1,pbinfo,1509314400
1676,UltimeleImpare,-1,pbinfo,1509314400
1677,UltimeleImpare,80,pbinfo,1509314400
1678,UltimeleImpare,60,pbinfo,1509314400
1679,Collatz,100,pbinfo,1509314400
1680,p10_10,40,pbinfo,1509314400
1681,p10_10,40,pbinfo,1509314400
1682,AfisareNumere,100,pbinfo,1509314400
1683,Suma Gauss,40,pbinfo,1509314400
1684,Suma Gauss,40,pbinfo,1509314400
1685,Suma Gauss,40,pbinfo,1509314400
1686,Suma Gauss,40,pbinfo,1509314400
1687,Suma Gauss,40,pbinfo,1509314400
1688,Suma Gauss,40,pbinfo,1509314400
1689,Suma Gauss,40,pbinfo,1509314400
1690,Morisca,20,pbinfo,1509051600
1691,Morisca,20,pbinfo,1509051600
1692,Morisca,20,pbinfo,1509051600
1693,CatePare,20,pbinfo,1509051600
1694,CatePare,20,pbinfo,1509051600
